counterfactual_group,target_object,sample_ids,states,gold_actions,训练前_actions,训练前_member_exact,训练前_pair_exact,训练前_same_actions,训练后_actions,训练后_member_exact,训练后_pair_exact,训练后_same_actions,comparison
shard_0_cf_0108,Drawer,shard_0_exp0_1121 | shard_0_exp0_1120,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_5_cf_0703,Drawer,shard_5_exp0_6252 | shard_5_exp0_6251,closed | open,"GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",1 | 1,1,0,candidate_fixed
shard_5_cf_0772,Fridge,shard_5_exp0_6689 | shard_5_exp0_6688,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_5_cf_0943,Drawer,shard_5_exp0_7694 | shard_5_exp0_7693,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_5_cf_1173,Drawer,shard_5_exp0_8718 | shard_5_exp0_8717,closed | open,"GotoLocation(CD); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(CD); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(SideTable); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",0 | 0,0,0,both_not_exact
shard_5_cf_1269,Drawer,shard_5_exp0_9017 | shard_5_exp0_9016,closed | open,"GotoLocation(Desk); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Desk); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Shelf); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",1 | 0,0,0,both_not_exact
shard_5_cf_1298,Drawer,shard_5_exp0_9124 | shard_5_exp0_9123,closed | open,"GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",1 | 1,1,0,candidate_fixed
shard_5_cf_1523,Drawer,shard_5_exp0_9968 | shard_5_exp0_9967,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",1 | 1,1,0,candidate_fixed
shard_5_cf_1528,Drawer,shard_5_exp0_9986 | shard_5_exp0_9985,closed | open,"GotoLocation(SprayBottle); PickupObject(SprayBottle); GotoLocation(Drawer); OpenObject(Drawer); PutObject(SprayBottle,Drawer); CloseObject(Drawer) | GotoLocation(SprayBottle); PickupObject(SprayBottle); GotoLocation(Drawer); PutObject(SprayBottle,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(SprayBottle); PickupObject(SprayBottle); GotoLocation(Drawer); OpenObject(Drawer); PutObject(SprayBottle,Drawer); CloseObject(Drawer) | GotoLocation(SprayBottle); PickupObject(SprayBottle); GotoLocation(Drawer); PutObject(SprayBottle,Drawer)",1 | 1,1,0,candidate_fixed
shard_5_cf_1760,Drawer,shard_5_exp0_10794 | shard_5_exp0_10793,closed | open,"GotoLocation(Bed); PickupObject(Book); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Book,Drawer); CloseObject(Drawer) | GotoLocation(Bed); PickupObject(Book); GotoLocation(Drawer); PutObject(Book,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Bed); PickupObject(Book); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Book,Drawer); CloseObject(Drawer) | GotoLocation(Bed); PickupObject(Book); GotoLocation(Drawer); PutObject(Book,Drawer)",1 | 1,1,0,candidate_fixed
shard_5_cf_1953,Drawer,shard_5_exp0_11443 | shard_5_exp0_11442,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_5_cf_2023,Drawer,shard_5_exp0_11627 | shard_5_exp0_11626,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_5_cf_2165,Drawer,shard_5_exp0_12013 | shard_5_exp0_12012,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_0283,Drawer,shard_6_exp0_2980 | shard_6_exp0_2979,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer) | GotoLocation(Drawer),0 | 1,0,1,both_not_exact
shard_6_cf_0305,Drawer,shard_6_exp0_3144 | shard_6_exp0_3143,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_0314,Fridge,shard_6_exp0_3237 | shard_6_exp0_3236,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_6_cf_0406,Drawer,shard_6_exp0_4054 | shard_6_exp0_4053,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_0652,Drawer,shard_6_exp0_5965 | shard_6_exp0_5964,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer) | GotoLocation(Drawer),0 | 1,0,1,both_not_exact
shard_6_cf_0986,Drawer,shard_6_exp0_7879 | shard_6_exp0_7878,closed | open,"GotoLocation(SideTable); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",0 | 0,0,0,both_not_exact
shard_6_cf_1154,Drawer,shard_6_exp0_8829 | shard_6_exp0_8828,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_1216,Fridge,shard_6_exp0_9003 | shard_6_exp0_9002,closed | open,"GotoLocation(CounterTop); PickupObject(Plate); GotoLocation(Fridge); OpenObject(Fridge); PutObject(Plate,Fridge); CloseObject(Fridge) | GotoLocation(CounterTop); PickupObject(Plate); GotoLocation(Fridge); PutObject(Plate,Fridge)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(CounterTop); PickupObject(Plate); GotoLocation(Fridge); OpenObject(Plate); PutObject(Plate,Fridge); CloseObject(Plate) | GotoLocation(CounterTop); PickupObject(Plate); GotoLocation(Fridge); OpenObject(Fridge); PutObject(Plate,Fridge); CloseObject(Fridge)",0 | 0,0,0,both_not_exact
shard_6_cf_1248,Fridge,shard_6_exp0_9146 | shard_6_exp0_9145,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_6_cf_1599,Fridge,shard_6_exp0_10399 | shard_6_exp0_10398,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_6_cf_1688,Drawer,shard_6_exp0_10671 | shard_6_exp0_10670,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_1795,Safe,shard_6_exp0_11006 | shard_6_exp0_11005,closed | open,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),1 | 1,1,0,candidate_fixed
shard_7_cf_0320,Microwave,shard_7_exp0_3340 | shard_7_exp0_3339,closed | open,GotoLocation(Microwave); OpenObject(Microwave) | GotoLocation(Microwave),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Microwave) | GotoLocation(Microwave),0 | 1,0,1,both_not_exact
shard_7_cf_0333,Fridge,shard_7_exp0_3456 | shard_7_exp0_3455,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_7_cf_0391,Safe,shard_7_exp0_4013 | shard_7_exp0_4012,closed | open,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),1 | 1,1,0,candidate_fixed
shard_7_cf_0746,Drawer,shard_7_exp0_6485 | shard_7_exp0_6484,closed | open,"GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",1 | 1,1,0,candidate_fixed
shard_7_cf_0951,Drawer,shard_7_exp0_7626 | shard_7_exp0_7625,closed | open,"GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer) | GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",0 | 1,0,1,both_not_exact
shard_7_cf_1173,Drawer,shard_7_exp0_8709 | shard_7_exp0_8708,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_7_cf_1263,Fridge,shard_7_exp0_9043 | shard_7_exp0_9042,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_7_cf_1346,Drawer,shard_7_exp0_9280 | shard_7_exp0_9279,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_7_cf_1447,Drawer,shard_7_exp0_9647 | shard_7_exp0_9646,closed | open,"GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Desk); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",0 | 0,0,0,both_not_exact
shard_7_cf_1481,Drawer,shard_7_exp0_9751 | shard_7_exp0_9750,closed | open,"GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",1 | 1,1,0,candidate_fixed
shard_7_cf_1813,Fridge,shard_7_exp0_10936 | shard_7_exp0_10935,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_7_cf_1902,Drawer,shard_7_exp0_11271 | shard_7_exp0_11270,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
