counterfactual_group,target_object,sample_ids,states,gold_actions,训练前_actions,训练前_member_exact,训练前_pair_exact,训练前_same_actions,训练后_actions,训练后_member_exact,训练后_pair_exact,训练后_same_actions,comparison
shard_0_cf_0044,Drawer,shard_0_exp0_0406 | shard_0_exp0_0405,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0570,Drawer,shard_0_exp0_5653 | shard_0_exp0_5652,closed | open,"GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_0575,Drawer,shard_0_exp0_5677 | shard_0_exp0_5676,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0576,Drawer,shard_0_exp0_5679 | shard_0_exp0_5678,closed | open,"GotoLocation(SideTable); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(SideTable); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_0610,Drawer,shard_0_exp0_5968 | shard_0_exp0_5967,closed | open,"GotoLocation(Shelf); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Shelf); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Shelf); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Shelf); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_0662,Drawer,shard_0_exp0_6353 | shard_0_exp0_6352,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0663,Drawer,shard_0_exp0_6356 | shard_0_exp0_6355,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0664,Drawer,shard_0_exp0_6358 | shard_0_exp0_6357,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0665,Drawer,shard_0_exp0_6361 | shard_0_exp0_6360,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0708,Fridge,shard_0_exp0_6612 | shard_0_exp0_6611,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_0709,Drawer,shard_0_exp0_6618 | shard_0_exp0_6617,closed | open,"GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_0710,Drawer,shard_0_exp0_6623 | shard_0_exp0_6622,closed | open,"GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_0754,Drawer,shard_0_exp0_6931 | shard_0_exp0_6930,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0755,Drawer,shard_0_exp0_6938 | shard_0_exp0_6937,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0791,Drawer,shard_0_exp0_7125 | shard_0_exp0_7124,closed | open,"GotoLocation(Desk); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Desk); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_0792,Fridge,shard_0_exp0_7128 | shard_0_exp0_7127,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_0793,Drawer,shard_0_exp0_7132 | shard_0_exp0_7131,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0794,Drawer,shard_0_exp0_7134 | shard_0_exp0_7133,closed | open,"GotoLocation(ToiletPaper); PickupObject(ToiletPaper); GotoLocation(Drawer); OpenObject(Drawer); PutObject(ToiletPaper,Drawer); CloseObject(Drawer) | GotoLocation(ToiletPaper); PickupObject(ToiletPaper); GotoLocation(Drawer); PutObject(ToiletPaper,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(ToiletPaper); PickupObject(ToiletPaper); GotoLocation(Drawer); OpenObject(Drawer); PutObject(ToiletPaper,Drawer); CloseObject(Drawer) | GotoLocation(ToiletPaper); PickupObject(ToiletPaper); GotoLocation(Drawer); PutObject(ToiletPaper,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_0821,Drawer,shard_0_exp0_7269 | shard_0_exp0_7268,closed | open,"GotoLocation(Dresser); PickupObject(TissueBox); GotoLocation(Drawer); OpenObject(Drawer); PutObject(TissueBox,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(TissueBox); GotoLocation(Drawer); PutObject(TissueBox,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(TissueBox); GotoLocation(Drawer); OpenObject(Drawer); PutObject(TissueBox,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(TissueBox); GotoLocation(Drawer); PutObject(TissueBox,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_0822,Drawer,shard_0_exp0_7271 | shard_0_exp0_7270,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0823,Drawer,shard_0_exp0_7275 | shard_0_exp0_7274,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0838,Drawer,shard_0_exp0_7356 | shard_0_exp0_7355,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0839,Drawer,shard_0_exp0_7358 | shard_0_exp0_7357,closed | open,"GotoLocation(Candle); PickupObject(Candle); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Candle,Drawer); CloseObject(Drawer) | GotoLocation(Candle); PickupObject(Candle); GotoLocation(Drawer); PutObject(Candle,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Candle); PickupObject(Candle); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Candle,Drawer); CloseObject(Drawer) | GotoLocation(Candle); PickupObject(Candle); GotoLocation(Drawer); PutObject(Candle,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_0854,Drawer,shard_0_exp0_7468 | shard_0_exp0_7467,closed | open,"GotoLocation(Desk); PickupObject(Book); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Book,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(Book); GotoLocation(Drawer); PutObject(Book,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Desk); PickupObject(Book); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Book,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(Book); GotoLocation(Drawer); PutObject(Book,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_0855,Fridge,shard_0_exp0_7471 | shard_0_exp0_7470,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_0862,Drawer,shard_0_exp0_7519 | shard_0_exp0_7518,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0863,Drawer,shard_0_exp0_7523 | shard_0_exp0_7522,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_0865,Drawer,shard_0_exp0_7539 | shard_0_exp0_7538,closed | open,"GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_0870,Fridge,shard_0_exp0_7602 | shard_0_exp0_7601,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge) | GotoLocation(Fridge),0 | 1,0,1,both_not_exact
shard_0_cf_0871,Drawer,shard_0_exp0_7605 | shard_0_exp0_7604,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer)",0 | 0,0,1,both_not_exact
shard_0_cf_0872,Drawer,shard_0_exp0_7609 | shard_0_exp0_7608,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
